construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	multiple	ex	k.4
4671	cut	cap	first	R-MAT.500.10.62.gexf	500	4390	2	1	[62, 62, 62, 62]	105	86	86.0	inf	44	0	0	0	0	[105.0, 86.0]	R-MAT	500	10	62	gexf
4672	cut	cap	first	R-MAT.500.10.62.gexf	500	4390	3	2	[62, 62, 62, 62]	105	78	78.0	inf	50	0	0	0	0	[105.0, 78.0]	R-MAT	500	10	62	gexf
4673	cut	cap	first	R-MAT.500.10.62.gexf	500	4390	5	3	[62, 62, 62, 62]	105	73	73.0	inf	140	0	0	0	0	[105.0, 73.0]	R-MAT	500	10	62	gexf
4674	cut	cap	first	R-MAT.500.10.62.gexf	500	4390	10	4	[62, 62, 62, 62]	105	63	63.0	inf	164	0	0	0	0	[105.0, 63.0]	R-MAT	500	10	62	gexf
4675	cut	cap	first	R-MAT.500.10.62.gexf	500	4390	50	5	[62, 62, 62, 62]	105	12	12.0	inf	240	0	0	0	0	[105.0, 12.0]	R-MAT	500	10	62	gexf
4676	cut	cap	first	R-MAT.500.25.62.gexf	500	9636	2	1	[123, 123, 123, 123]	258	210	210.0	inf	14	0	0	0	0	[258.0, 210.0]	R-MAT	500	25	62	gexf
4677	cut	cap	first	R-MAT.500.25.62.gexf	500	9636	3	2	[123, 123, 123, 123]	258	201	201.0	inf	99	0	0	0	0	[258.0, 201.0]	R-MAT	500	25	62	gexf
4678	cut	cap	first	R-MAT.500.25.62.gexf	500	9636	5	3	[123, 123, 123, 123]	258	187	187.0	inf	102	0	0	0	0	[258.0, 187.0]	R-MAT	500	25	62	gexf
4679	cut	cap	first	R-MAT.500.25.62.gexf	500	9636	10	4	[123, 123, 123, 123]	258	163	163.0	inf	105	0	0	0	0	[258.0, 163.0]	R-MAT	500	25	62	gexf
4680	cut	cap	first	R-MAT.500.25.62.gexf	500	9636	50	5	[123, 123, 123, 123]	258	73	73.0	inf	108	0	0	0	0	[258.0, 73.0]	R-MAT	500	25	62	gexf
4681	cut	cap	first	R-MAT.500.5.63.gexf	500	2316	2	1	[36, 36, 36, 36]	45	39	39.0	inf	184	0	0	0	0	[45.0, 39.0]	R-MAT	500	5	63	gexf
4682	cut	cap	first	R-MAT.500.5.63.gexf	500	2316	3	2	[36, 36, 36, 36]	45	36	36.0	inf	182	0	0	0	0	[45.0, 36.0]	R-MAT	500	5	63	gexf
4683	cut	cap	first	R-MAT.500.5.63.gexf	500	2316	5	3	[36, 36, 36, 36]	45	32	32.0	inf	311	0	0	0	0	[45.0, 32.0]	R-MAT	500	5	63	gexf
4684	cut	cap	first	R-MAT.500.5.63.gexf	500	2316	10	4	[36, 36, 36, 36]	45	26	26.0	inf	408	0	0	0	0	[45.0, 26.0]	R-MAT	500	5	63	gexf
4686	cut	cap	first	R-MAT.500.10.63.gexf	500	4361	2	1	[55, 55, 55, 55]	94	73	73.0	inf	50	0	0	0	0	[94.0, 73.0]	R-MAT	500	10	63	gexf
4687	cut	cap	first	R-MAT.500.10.63.gexf	500	4361	3	2	[55, 55, 55, 55]	94	68	68.0	inf	142	0	0	0	0	[94.0, 68.0]	R-MAT	500	10	63	gexf
4688	cut	cap	first	R-MAT.500.10.63.gexf	500	4361	5	3	[55, 55, 55, 55]	94	61	61.0	inf	106	0	0	0	0	[94.0, 61.0]	R-MAT	500	10	63	gexf
4689	cut	cap	first	R-MAT.500.10.63.gexf	500	4361	10	4	[55, 55, 55, 55]	94	51	51.0	inf	184	0	0	0	0	[94.0, 51.0]	R-MAT	500	10	63	gexf
4690	cut	cap	first	R-MAT.500.10.63.gexf	500	4361	50	5	[55, 55, 55, 55]	94	5	5.0	inf	243	0	0	0	0	[94.0, 5.0]	R-MAT	500	10	63	gexf
4691	cut	cap	first	R-MAT.500.25.63.gexf	500	9708	2	1	[117, 117, 117, 117]	236	195	195.0	inf	11	0	0	0	0	[236.0, 195.0]	R-MAT	500	25	63	gexf
4692	cut	cap	first	R-MAT.500.25.63.gexf	500	9708	3	2	[117, 117, 117, 117]	236	188	188.0	inf	103	0	0	0	0	[236.0, 188.0]	R-MAT	500	25	63	gexf
4693	cut	cap	first	R-MAT.500.25.63.gexf	500	9708	5	3	[117, 117, 117, 117]	236	174	174.0	inf	42	0	0	0	0	[236.0, 174.0]	R-MAT	500	25	63	gexf
4694	cut	cap	first	R-MAT.500.25.63.gexf	500	9708	10	4	[117, 117, 117, 117]	236	148	148.0	inf	56	0	0	0	0	[236.0, 148.0]	R-MAT	500	25	63	gexf
4695	cut	cap	first	R-MAT.500.25.63.gexf	500	9708	50	5	[117, 117, 117, 117]	236	67	67.0	inf	111	0	0	0	0	[236.0, 67.0]	R-MAT	500	25	63	gexf
4696	cut	cap	first	R-MAT.500.5.64.gexf	500	2298	2	1	[41, 41, 41, 41]	51	46	46.0	inf	252	0	0	0	0	[51.0, 46.0]	R-MAT	500	5	64	gexf
4697	cut	cap	first	R-MAT.500.5.64.gexf	500	2298	3	2	[41, 41, 41, 41]	51	44	44.0	inf	308	0	0	0	0	[51.0, 44.0]	R-MAT	500	5	64	gexf
4698	cut	cap	first	R-MAT.500.5.64.gexf	500	2298	5	3	[41, 41, 41, 41]	51	40	40.0	inf	313	0	0	0	0	[51.0, 40.0]	R-MAT	500	5	64	gexf
4699	cut	cap	first	R-MAT.500.5.64.gexf	500	2298	10	4	[41, 41, 41, 41]	51	31	31.0	inf	402	0	0	0	0	[51.0, 31.0]	R-MAT	500	5	64	gexf
4701	cut	cap	first	R-MAT.500.10.64.gexf	500	4387	2	1	[68, 68, 68, 68]	98	82	82.0	inf	67	0	0	0	0	[98.0, 82.0]	R-MAT	500	10	64	gexf
4702	cut	cap	first	R-MAT.500.10.64.gexf	500	4387	3	2	[68, 68, 68, 68]	98	79	79.0	inf	105	0	0	0	0	[98.0, 79.0]	R-MAT	500	10	64	gexf
4703	cut	cap	first	R-MAT.500.10.64.gexf	500	4387	5	3	[68, 68, 68, 68]	98	73	73.0	inf	116	0	0	0	0	[98.0, 73.0]	R-MAT	500	10	64	gexf
4704	cut	cap	first	R-MAT.500.10.64.gexf	500	4387	10	4	[68, 68, 68, 68]	98	63	63.0	inf	172	0	0	0	0	[98.0, 63.0]	R-MAT	500	10	64	gexf
4705	cut	cap	first	R-MAT.500.10.64.gexf	500	4387	50	5	[68, 68, 68, 68]	98	18	18.0	inf	243	0	0	0	0	[98.0, 18.0]	R-MAT	500	10	64	gexf
4706	cut	cap	first	R-MAT.500.25.64.gexf	500	9732	2	1	[122, 122, 122, 122]	272	223	223.0	inf	12	0	0	0	0	[272.0, 223.0]	R-MAT	500	25	64	gexf
4707	cut	cap	first	R-MAT.500.25.64.gexf	500	9732	3	2	[122, 122, 122, 122]	272	211	211.0	inf	15	0	0	0	0	[272.0, 211.0]	R-MAT	500	25	64	gexf
4708	cut	cap	first	R-MAT.500.25.64.gexf	500	9732	5	3	[122, 122, 122, 122]	272	193	193.0	inf	102	0	0	0	0	[272.0, 193.0]	R-MAT	500	25	64	gexf
4709	cut	cap	first	R-MAT.500.25.64.gexf	500	9732	10	4	[122, 122, 122, 122]	272	167	167.0	inf	56	0	0	0	0	[272.0, 167.0]	R-MAT	500	25	64	gexf
4710	cut	cap	first	R-MAT.500.25.64.gexf	500	9732	50	5	[122, 122, 122, 122]	272	72	72.0	inf	108	0	0	0	0	[272.0, 72.0]	R-MAT	500	25	64	gexf
4711	cut	cap	first	R-MAT.500.5.65.gexf	500	2313	2	1	[43, 43, 43, 43]	54	46	46.0	inf	185	0	0	0	0	[54.0, 46.0]	R-MAT	500	5	65	gexf
4712	cut	cap	first	R-MAT.500.5.65.gexf	500	2313	3	2	[43, 43, 43, 43]	54	44	44.0	inf	422	0	0	0	0	[54.0, 44.0]	R-MAT	500	5	65	gexf
4713	cut	cap	first	R-MAT.500.5.65.gexf	500	2313	5	3	[43, 43, 43, 43]	54	40	40.0	inf	296	0	0	0	0	[54.0, 40.0]	R-MAT	500	5	65	gexf
4714	cut	cap	first	R-MAT.500.5.65.gexf	500	2313	10	4	[43, 43, 43, 43]	54	33	33.0	inf	417	0	0	0	0	[54.0, 33.0]	R-MAT	500	5	65	gexf
4716	cut	cap	first	R-MAT.500.10.65.gexf	500	4413	2	1	[61, 61, 61, 61]	85	75	75.0	inf	73	0	0	0	0	[85.0, 75.0]	R-MAT	500	10	65	gexf
4717	cut	cap	first	R-MAT.500.10.65.gexf	500	4413	3	2	[61, 61, 61, 61]	85	71	71.0	inf	104	0	0	0	0	[85.0, 71.0]	R-MAT	500	10	65	gexf
4718	cut	cap	first	R-MAT.500.10.65.gexf	500	4413	5	3	[61, 61, 61, 61]	85	64	64.0	inf	230	0	0	0	0	[85.0, 64.0]	R-MAT	500	10	65	gexf
4719	cut	cap	first	R-MAT.500.10.65.gexf	500	4413	10	4	[61, 61, 61, 61]	85	54	54.0	inf	145	0	0	0	0	[85.0, 54.0]	R-MAT	500	10	65	gexf
4720	cut	cap	first	R-MAT.500.10.65.gexf	500	4413	50	5	[61, 61, 61, 61]	85	11	11.0	inf	241	0	0	0	0	[85.0, 11.0]	R-MAT	500	10	65	gexf
4721	cut	cap	first	R-MAT.500.25.65.gexf	500	9717	2	1	[132, 132, 132, 132]	269	223	223.0	inf	16	0	0	0	0	[269.0, 223.0]	R-MAT	500	25	65	gexf
4722	cut	cap	first	R-MAT.500.25.65.gexf	500	9717	3	2	[132, 132, 132, 132]	269	209	209.0	inf	14	0	0	0	0	[269.0, 209.0]	R-MAT	500	25	65	gexf
4723	cut	cap	first	R-MAT.500.25.65.gexf	500	9717	5	3	[132, 132, 132, 132]	269	192	192.0	inf	23	0	0	0	0	[269.0, 192.0]	R-MAT	500	25	65	gexf
4724	cut	cap	first	R-MAT.500.25.65.gexf	500	9717	10	4	[132, 132, 132, 132]	269	168	168.0	inf	105	0	0	0	0	[269.0, 168.0]	R-MAT	500	25	65	gexf
4725	cut	cap	first	R-MAT.500.25.65.gexf	500	9717	50	5	[132, 132, 132, 132]	269	82	82.0	inf	109	0	0	0	0	[269.0, 82.0]	R-MAT	500	25	65	gexf
4726	cut	cap	first	R-MAT.500.5.66.gexf	500	2326	2	1	[47, 47, 47, 47]	54	48	48.0	inf	178	0	0	0	0	[54.0, 48.0]	R-MAT	500	5	66	gexf
4727	cut	cap	first	R-MAT.500.5.66.gexf	500	2326	3	2	[47, 47, 47, 47]	54	46	46.0	inf	249	0	0	0	0	[54.0, 46.0]	R-MAT	500	5	66	gexf
4728	cut	cap	first	R-MAT.500.5.66.gexf	500	2326	5	3	[47, 47, 47, 47]	54	42	42.0	inf	251	0	0	0	0	[54.0, 42.0]	R-MAT	500	5	66	gexf
4729	cut	cap	first	R-MAT.500.5.66.gexf	500	2326	10	4	[47, 47, 47, 47]	54	37	37.0	inf	418	0	0	0	0	[54.0, 37.0]	R-MAT	500	5	66	gexf
4731	cut	cap	first	R-MAT.500.10.66.gexf	500	4388	2	1	[66, 66, 66, 66]	101	84	84.0	inf	57	0	0	0	0	[101.0, 84.0]	R-MAT	500	10	66	gexf
4732	cut	cap	first	R-MAT.500.10.66.gexf	500	4388	3	2	[66, 66, 66, 66]	101	77	77.0	inf	67	0	0	0	0	[101.0, 77.0]	R-MAT	500	10	66	gexf
4733	cut	cap	first	R-MAT.500.10.66.gexf	500	4388	5	3	[66, 66, 66, 66]	101	71	71.0	inf	140	0	0	0	0	[101.0, 71.0]	R-MAT	500	10	66	gexf
4734	cut	cap	first	R-MAT.500.10.66.gexf	500	4388	10	4	[66, 66, 66, 66]	101	61	61.0	inf	163	0	0	0	0	[101.0, 61.0]	R-MAT	500	10	66	gexf
4735	cut	cap	first	R-MAT.500.10.66.gexf	500	4388	50	5	[66, 66, 66, 66]	101	16	16.0	inf	243	0	0	0	0	[101.0, 16.0]	R-MAT	500	10	66	gexf
4736	cut	cap	first	R-MAT.500.25.66.gexf	500	9707	2	1	[136, 136, 136, 136]	271	247	247.0	inf	17	0	0	0	0	[271.0, 247.0]	R-MAT	500	25	66	gexf
4737	cut	cap	first	R-MAT.500.25.66.gexf	500	9707	3	2	[136, 136, 136, 136]	271	236	236.0	inf	18	0	0	0	0	[271.0, 236.0]	R-MAT	500	25	66	gexf
4738	cut	cap	first	R-MAT.500.25.66.gexf	500	9707	5	3	[136, 136, 136, 136]	271	220	220.0	inf	31	0	0	0	0	[271.0, 220.0]	R-MAT	500	25	66	gexf
4739	cut	cap	first	R-MAT.500.25.66.gexf	500	9707	10	4	[136, 136, 136, 136]	271	197	197.0	inf	91	0	0	0	0	[271.0, 197.0]	R-MAT	500	25	66	gexf
4740	cut	cap	first	R-MAT.500.25.66.gexf	500	9707	50	5	[136, 136, 136, 136]	271	92	92.0	inf	83	0	0	0	0	[271.0, 92.0]	R-MAT	500	25	66	gexf
4741	cut	cap	first	R-MAT.500.5.67.gexf	500	2308	2	1	[41, 41, 41, 41]	55	46	46.0	inf	140	0	0	0	0	[55.0, 46.0]	R-MAT	500	5	67	gexf
4742	cut	cap	first	R-MAT.500.5.67.gexf	500	2308	3	2	[41, 41, 41, 41]	55	43	43.0	inf	178	0	0	0	0	[55.0, 43.0]	R-MAT	500	5	67	gexf
4743	cut	cap	first	R-MAT.500.5.67.gexf	500	2308	5	3	[41, 41, 41, 41]	55	38	38.0	inf	252	0	0	0	0	[55.0, 38.0]	R-MAT	500	5	67	gexf
4744	cut	cap	first	R-MAT.500.5.67.gexf	500	2308	10	4	[41, 41, 41, 41]	55	31	31.0	inf	406	0	0	0	0	[55.0, 31.0]	R-MAT	500	5	67	gexf
4746	cut	cap	first	R-MAT.500.10.67.gexf	500	4362	2	1	[66, 66, 66, 66]	114	93	93.0	inf	37	0	0	0	0	[114.0, 93.0]	R-MAT	500	10	67	gexf
4747	cut	cap	first	R-MAT.500.10.67.gexf	500	4362	3	2	[66, 66, 66, 66]	114	88	88.0	inf	67	0	0	0	0	[114.0, 88.0]	R-MAT	500	10	67	gexf
4748	cut	cap	first	R-MAT.500.10.67.gexf	500	4362	5	3	[66, 66, 66, 66]	114	80	80.0	inf	101	0	0	0	0	[114.0, 80.0]	R-MAT	500	10	67	gexf
4749	cut	cap	first	R-MAT.500.10.67.gexf	500	4362	10	4	[66, 66, 66, 66]	114	65	65.0	inf	142	0	0	0	0	[114.0, 65.0]	R-MAT	500	10	67	gexf
4750	cut	cap	first	R-MAT.500.10.67.gexf	500	4362	50	5	[66, 66, 66, 66]	114	16	16.0	inf	246	0	0	0	0	[114.0, 16.0]	R-MAT	500	10	67	gexf
4751	cut	cap	first	R-MAT.500.25.67.gexf	500	9671	2	1	[129, 129, 129, 129]	267	217	217.0	inf	9	0	0	0	0	[267.0, 217.0]	R-MAT	500	25	67	gexf
4752	cut	cap	first	R-MAT.500.25.67.gexf	500	9671	3	2	[129, 129, 129, 129]	267	209	209.0	inf	101	0	0	0	0	[267.0, 209.0]	R-MAT	500	25	67	gexf
4753	cut	cap	first	R-MAT.500.25.67.gexf	500	9671	5	3	[129, 129, 129, 129]	267	193	193.0	inf	30	0	0	0	0	[267.0, 193.0]	R-MAT	500	25	67	gexf
4754	cut	cap	first	R-MAT.500.25.67.gexf	500	9671	10	4	[129, 129, 129, 129]	267	165	165.0	inf	38	0	0	0	0	[267.0, 165.0]	R-MAT	500	25	67	gexf
4755	cut	cap	first	R-MAT.500.25.67.gexf	500	9671	50	5	[129, 129, 129, 129]	267	79	79.0	inf	110	0	0	0	0	[267.0, 79.0]	R-MAT	500	25	67	gexf
4756	cut	cap	first	R-MAT.500.5.68.gexf	500	2314	2	1	[40, 40, 40, 40]	54	46	46.0	inf	180	0	0	0	0	[54.0, 46.0]	R-MAT	500	5	68	gexf
4757	cut	cap	first	R-MAT.500.5.68.gexf	500	2314	3	2	[40, 40, 40, 40]	54	43	43.0	inf	179	0	0	0	0	[54.0, 43.0]	R-MAT	500	5	68	gexf
4758	cut	cap	first	R-MAT.500.5.68.gexf	500	2314	5	3	[40, 40, 40, 40]	54	37	37.0	inf	197	0	0	0	0	[54.0, 37.0]	R-MAT	500	5	68	gexf
4759	cut	cap	first	R-MAT.500.5.68.gexf	500	2314	10	4	[40, 40, 40, 40]	54	30	30.0	inf	420	0	0	0	0	[54.0, 30.0]	R-MAT	500	5	68	gexf
4761	cut	cap	first	R-MAT.500.10.68.gexf	500	4409	2	1	[70, 70, 70, 70]	109	91	91.0	inf	57	0	0	0	0	[109.0, 91.0]	R-MAT	500	10	68	gexf
4762	cut	cap	first	R-MAT.500.10.68.gexf	500	4409	3	2	[70, 70, 70, 70]	109	87	87.0	inf	229	0	0	0	0	[109.0, 87.0]	R-MAT	500	10	68	gexf
4763	cut	cap	first	R-MAT.500.10.68.gexf	500	4409	5	3	[70, 70, 70, 70]	109	81	81.0	inf	121	0	0	0	0	[109.0, 81.0]	R-MAT	500	10	68	gexf
4764	cut	cap	first	R-MAT.500.10.68.gexf	500	4409	10	4	[70, 70, 70, 70]	109	70	70.0	inf	160	0	0	0	0	[109.0, 70.0]	R-MAT	500	10	68	gexf
4765	cut	cap	first	R-MAT.500.10.68.gexf	500	4409	50	5	[70, 70, 70, 70]	109	20	20.0	inf	240	0	0	0	0	[109.0, 20.0]	R-MAT	500	10	68	gexf
4766	cut	cap	first	R-MAT.500.25.68.gexf	500	9648	2	1	[121, 121, 121, 121]	261	223	223.0	inf	14	0	0	0	0	[261.0, 223.0]	R-MAT	500	25	68	gexf
4767	cut	cap	first	R-MAT.500.25.68.gexf	500	9648	3	2	[121, 121, 121, 121]	261	209	209.0	inf	95	0	0	0	0	[261.0, 209.0]	R-MAT	500	25	68	gexf
4768	cut	cap	first	R-MAT.500.25.68.gexf	500	9648	5	3	[121, 121, 121, 121]	261	185	185.0	inf	25	0	0	0	0	[261.0, 185.0]	R-MAT	500	25	68	gexf
4769	cut	cap	first	R-MAT.500.25.68.gexf	500	9648	10	4	[121, 121, 121, 121]	261	157	157.0	inf	100	0	0	0	0	[261.0, 157.0]	R-MAT	500	25	68	gexf
4770	cut	cap	first	R-MAT.500.25.68.gexf	500	9648	50	5	[121, 121, 121, 121]	261	71	71.0	inf	110	0	0	0	0	[261.0, 71.0]	R-MAT	500	25	68	gexf
4771	cut	cap	first	R-MAT.500.5.69.gexf	500	2311	2	1	[33, 33, 33, 33]	41	33	33.0	inf	142	0	0	0	0	[41.0, 33.0]	R-MAT	500	5	69	gexf
4772	cut	cap	first	R-MAT.500.5.69.gexf	500	2311	3	2	[33, 33, 33, 33]	41	31	31.0	inf	422	0	0	0	0	[41.0, 31.0]	R-MAT	500	5	69	gexf
4773	cut	cap	first	R-MAT.500.5.69.gexf	500	2311	5	3	[33, 33, 33, 33]	41	28	28.0	inf	414	0	0	0	0	[41.0, 28.0]	R-MAT	500	5	69	gexf
4774	cut	cap	first	R-MAT.500.5.69.gexf	500	2311	10	4	[33, 33, 33, 33]	41	23	23.0	inf	420	0	0	0	0	[41.0, 23.0]	R-MAT	500	5	69	gexf
4776	cut	cap	first	R-MAT.500.10.69.gexf	500	4408	2	1	[66, 66, 66, 66]	102	89	89.0	inf	227	0	0	0	0	[102.0, 89.0]	R-MAT	500	10	69	gexf
4777	cut	cap	first	R-MAT.500.10.69.gexf	500	4408	3	2	[66, 66, 66, 66]	102	84	84.0	inf	104	0	0	0	0	[102.0, 84.0]	R-MAT	500	10	69	gexf
4778	cut	cap	first	R-MAT.500.10.69.gexf	500	4408	5	3	[66, 66, 66, 66]	102	77	77.0	inf	105	0	0	0	0	[102.0, 77.0]	R-MAT	500	10	69	gexf
4779	cut	cap	first	R-MAT.500.10.69.gexf	500	4408	10	4	[66, 66, 66, 66]	102	62	62.0	inf	124	0	0	0	0	[102.0, 62.0]	R-MAT	500	10	69	gexf
4780	cut	cap	first	R-MAT.500.10.69.gexf	500	4408	50	5	[66, 66, 66, 66]	102	16	16.0	inf	236	0	0	0	0	[102.0, 16.0]	R-MAT	500	10	69	gexf
4781	cut	cap	first	R-MAT.500.25.69.gexf	500	9693	2	1	[119, 119, 119, 119]	255	215	215.0	inf	14	0	0	0	0	[255.0, 215.0]	R-MAT	500	25	69	gexf
4782	cut	cap	first	R-MAT.500.25.69.gexf	500	9693	3	2	[119, 119, 119, 119]	255	204	204.0	inf	101	0	0	0	0	[255.0, 204.0]	R-MAT	500	25	69	gexf
4783	cut	cap	first	R-MAT.500.25.69.gexf	500	9693	5	3	[119, 119, 119, 119]	255	189	189.0	inf	107	0	0	0	0	[255.0, 189.0]	R-MAT	500	25	69	gexf
4784	cut	cap	first	R-MAT.500.25.69.gexf	500	9693	10	4	[119, 119, 119, 119]	255	163	163.0	inf	87	0	0	0	0	[255.0, 163.0]	R-MAT	500	25	69	gexf
4785	cut	cap	first	R-MAT.500.25.69.gexf	500	9693	50	5	[119, 119, 119, 119]	255	69	69.0	inf	108	0	0	0	0	[255.0, 69.0]	R-MAT	500	25	69	gexf
4786	cut	cap	first	R-MAT.500.5.70.gexf	500	2298	2	1	[37, 37, 37, 37]	50	40	40.0	inf	177	0	0	0	0	[50.0, 40.0]	R-MAT	500	5	70	gexf
4787	cut	cap	first	R-MAT.500.5.70.gexf	500	2298	3	2	[37, 37, 37, 37]	50	37	37.0	inf	180	0	0	0	0	[50.0, 37.0]	R-MAT	500	5	70	gexf
4788	cut	cap	first	R-MAT.500.5.70.gexf	500	2298	5	3	[37, 37, 37, 37]	50	33	33.0	inf	315	0	0	0	0	[50.0, 33.0]	R-MAT	500	5	70	gexf
4789	cut	cap	first	R-MAT.500.5.70.gexf	500	2298	10	4	[37, 37, 37, 37]	50	27	27.0	inf	416	0	0	0	0	[50.0, 27.0]	R-MAT	500	5	70	gexf
4791	cut	cap	first	R-MAT.500.10.70.gexf	500	4373	2	1	[73, 73, 73, 73]	102	85	85.0	inf	50	0	0	0	0	[102.0, 85.0]	R-MAT	500	10	70	gexf
4792	cut	cap	first	R-MAT.500.10.70.gexf	500	4373	3	2	[73, 73, 73, 73]	102	81	81.0	inf	103	0	0	0	0	[102.0, 81.0]	R-MAT	500	10	70	gexf
4793	cut	cap	first	R-MAT.500.10.70.gexf	500	4373	5	3	[73, 73, 73, 73]	102	77	77.0	inf	227	0	0	0	0	[102.0, 77.0]	R-MAT	500	10	70	gexf
4794	cut	cap	first	R-MAT.500.10.70.gexf	500	4373	10	4	[73, 73, 73, 73]	102	67	67.0	inf	169	0	0	0	0	[102.0, 67.0]	R-MAT	500	10	70	gexf
4795	cut	cap	first	R-MAT.500.10.70.gexf	500	4373	50	5	[73, 73, 73, 73]	102	23	23.0	inf	241	0	0	0	0	[102.0, 23.0]	R-MAT	500	10	70	gexf
4796	cut	cap	first	R-MAT.500.25.70.gexf	500	9651	2	1	[129, 129, 129, 129]	268	219	219.0	inf	10	0	0	0	0	[268.0, 219.0]	R-MAT	500	25	70	gexf
4797	cut	cap	first	R-MAT.500.25.70.gexf	500	9651	3	2	[129, 129, 129, 129]	268	207	207.0	inf	15	0	0	0	0	[268.0, 207.0]	R-MAT	500	25	70	gexf
4798	cut	cap	first	R-MAT.500.25.70.gexf	500	9651	5	3	[129, 129, 129, 129]	268	192	192.0	inf	107	0	0	0	0	[268.0, 192.0]	R-MAT	500	25	70	gexf
4799	cut	cap	first	R-MAT.500.25.70.gexf	500	9651	10	4	[129, 129, 129, 129]	268	165	165.0	inf	58	0	0	0	0	[268.0, 165.0]	R-MAT	500	25	70	gexf
4800	cut	cap	first	R-MAT.500.25.70.gexf	500	9651	50	5	[129, 129, 129, 129]	268	79	79.0	inf	108	0	0	0	0	[268.0, 79.0]	R-MAT	500	25	70	gexf
4801	cut	cap	first	R-MAT.500.5.71.gexf	500	2327	2	1	[38, 38, 38, 38]	51	44	44.0	inf	177	0	0	0	0	[51.0, 44.0]	R-MAT	500	5	71	gexf
4802	cut	cap	first	R-MAT.500.5.71.gexf	500	2327	3	2	[38, 38, 38, 38]	51	41	41.0	inf	181	0	0	0	0	[51.0, 41.0]	R-MAT	500	5	71	gexf
4803	cut	cap	first	R-MAT.500.5.71.gexf	500	2327	5	3	[38, 38, 38, 38]	51	36	36.0	inf	416	0	0	0	0	[51.0, 36.0]	R-MAT	500	5	71	gexf
4804	cut	cap	first	R-MAT.500.5.71.gexf	500	2327	10	4	[38, 38, 38, 38]	51	28	28.0	inf	409	0	0	0	0	[51.0, 28.0]	R-MAT	500	5	71	gexf
4806	cut	cap	first	R-MAT.500.10.71.gexf	500	4361	2	1	[66, 66, 66, 66]	99	85	85.0	inf	226	0	0	0	0	[99.0, 85.0]	R-MAT	500	10	71	gexf
4807	cut	cap	first	R-MAT.500.10.71.gexf	500	4361	3	2	[66, 66, 66, 66]	99	81	81.0	inf	82	0	0	0	0	[99.0, 81.0]	R-MAT	500	10	71	gexf
4808	cut	cap	first	R-MAT.500.10.71.gexf	500	4361	5	3	[66, 66, 66, 66]	99	74	74.0	inf	228	0	0	0	0	[99.0, 74.0]	R-MAT	500	10	71	gexf
4809	cut	cap	first	R-MAT.500.10.71.gexf	500	4361	10	4	[66, 66, 66, 66]	99	63	63.0	inf	143	0	0	0	0	[99.0, 63.0]	R-MAT	500	10	71	gexf
4810	cut	cap	first	R-MAT.500.10.71.gexf	500	4361	50	5	[66, 66, 66, 66]	99	16	16.0	inf	242	0	0	0	0	[99.0, 16.0]	R-MAT	500	10	71	gexf
4811	cut	cap	first	R-MAT.500.25.71.gexf	500	9676	2	1	[134, 134, 134, 134]	253	213	213.0	inf	12	0	0	0	0	[253.0, 213.0]	R-MAT	500	25	71	gexf
4812	cut	cap	first	R-MAT.500.25.71.gexf	500	9676	3	2	[134, 134, 134, 134]	253	203	203.0	inf	101	0	0	0	0	[253.0, 203.0]	R-MAT	500	25	71	gexf
4813	cut	cap	first	R-MAT.500.25.71.gexf	500	9676	5	3	[134, 134, 134, 134]	253	190	190.0	inf	26	0	0	0	0	[253.0, 190.0]	R-MAT	500	25	71	gexf
4814	cut	cap	first	R-MAT.500.25.71.gexf	500	9676	10	4	[134, 134, 134, 134]	253	165	165.0	inf	42	0	0	0	0	[253.0, 165.0]	R-MAT	500	25	71	gexf
4815	cut	cap	first	R-MAT.500.25.71.gexf	500	9676	50	5	[134, 134, 134, 134]	253	84	84.0	inf	103	0	0	0	0	[253.0, 84.0]	R-MAT	500	25	71	gexf
4816	cut	cap	first	R-MAT.500.5.72.gexf	500	2327	2	1	[33, 33, 33, 33]	50	40	40.0	inf	413	0	0	0	0	[50.0, 40.0]	R-MAT	500	5	72	gexf
4817	cut	cap	first	R-MAT.500.5.72.gexf	500	2327	3	2	[33, 33, 33, 33]	50	37	37.0	inf	181	0	0	0	0	[50.0, 37.0]	R-MAT	500	5	72	gexf
4818	cut	cap	first	R-MAT.500.5.72.gexf	500	2327	5	3	[33, 33, 33, 33]	50	32	32.0	inf	249	0	0	0	0	[50.0, 32.0]	R-MAT	500	5	72	gexf
4819	cut	cap	first	R-MAT.500.5.72.gexf	500	2327	10	4	[33, 33, 33, 33]	50	23	23.0	inf	423	0	0	0	0	[50.0, 23.0]	R-MAT	500	5	72	gexf
4821	cut	cap	first	R-MAT.500.10.72.gexf	500	4398	2	1	[67, 67, 67, 67]	96	83	83.0	inf	67	0	0	0	0	[96.0, 83.0]	R-MAT	500	10	72	gexf
4822	cut	cap	first	R-MAT.500.10.72.gexf	500	4398	3	2	[67, 67, 67, 67]	96	79	79.0	inf	229	0	0	0	0	[96.0, 79.0]	R-MAT	500	10	72	gexf
